Guardium Version,OS/Platform,OS/Platform version,Database/DBaaS,Database/DBaaS version,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol
11.1,CentOS,CentOS 6x,MongoDB,MongoDB 3.2,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,CentOS,CentOS 7x,MongoDB,MongoDB 3.2,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 8,MongoDB,MongoDB 3.2,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.6,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.5,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.4,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.3,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.2,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.1,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 6,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Windows Server,Windows Server 2019,MongoDB,MongoDB 3.4,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP
11.1,Windows Server,Windows Server 2016,MongoDB,MongoDB 3.4,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP
11.1,Windows Server,Windows Server 2012,MongoDB,MongoDB 3.4,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP
11.1,CentOS,CentOS 6x,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,CentOS,CentOS 7x,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 8,MongoDB,MongoDB 3.4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.6,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.5,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.4,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.3,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.2,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.1,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 6,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Windows Server,Windows Server 2019,MongoDB,MongoDB 3.6,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP
11.1,Windows Server,Windows Server 2016,MongoDB,MongoDB 3.6,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP
11.1,Windows Server,Windows Server 2012,MongoDB,MongoDB 3.6,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP
11.1,CentOS,CentOS 6x,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,CentOS,CentOS 7x,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 8,MongoDB,MongoDB 3.6,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.6,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.5,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.4,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.3,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.2,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.1,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 6,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Windows Server,Windows Server 2019,MongoDB,MongoDB 4,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP
11.1,Windows Server,Windows Server 2016,MongoDB,MongoDB 4,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP
11.1,Windows Server,Windows Server 2012,MongoDB,MongoDB 4,,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP
11.1,CentOS,CentOS 6x,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,CentOS,CentOS 7x,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 8,MongoDB,MongoDB 4,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.3,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,Red Hat,Red Hat 7.2,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,Red Hat,Red Hat 7.1,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,Red Hat,Red Hat 7,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,Red Hat,Red Hat 6,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,Red Hat,Red Hat 5,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,Red Hat,Red Hat 4,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,CentOS,CentOS 6x,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,CentOS,CentOS 7x,Couch,Couch 2.3,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.1,AIX,AIX 7.2,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,AIX,AIX 7.2,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,AIX,AIX 7.2,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,AIX,AIX 7.1,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,AIX,AIX 7.1,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,AIX,AIX 7.1,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,AIX,AIX 6.1,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,AIX,AIX 6.1,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,AIX,AIX 6.1,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP (SSL),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 6,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 6,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 6,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 5,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 5,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 5,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 4,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 4,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 4,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.31 PA-RISC,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.31 PA-RISC,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.31 PA-RISC,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.23 PA-RISC,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
