GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
"('11', '11.1', '11.2', '11.3')",('AIX'),"('AIX 6.1', 'AIX 7.1', 'AIX 7.2')",('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,null
('11.4'),('AIX'),"('AIX 7.1', 'AIX 7.2')",('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,null
"('11', '11.1', '11.2', '11.3', '11.4')",('HP-UX'),"('HP-UX 11.23 PA-RISC, 11.23 IA-64', 'HP-UX 11.31 PA-RISC, 11.31 IA-64')",('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,A-TAP (ASO),null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,null
"('11.2', '11.3', '11.4')",('HP-UX'),('HP-UX 11.21 PA-RISC'),('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,A-TAP (ASO),null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,null
"('11', '11.1')",('HP-UX'),('HP-UX 11.11 PA-RISC'),('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,A-TAP (ASO),null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,null
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),"('Windows Server 2012', 'Windows Server 2012 R2', 'Windows Server 2016', 'Windows Server 2019')",('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",S-TAP,S-TAP,S-TAP (ASO),N/A,null,S-TAP,S-TAP,N/A,N/A,null,S-TAP,"TCP, NMP, BEQ",Oracle SSL is not supported for Windows S-TAP; Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,null
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),"('Solaris 11.2', 'Solaris 11.3')",('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic; Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),('Solaris 10'),('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic; Oracle Express (XE) is not supported
"('11', '11.1')",('Solaris'),('Solaris 11.1'),('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic; Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),('Solaris 11.4'),('Oracle Exadata'),"('Oracle Exadata 11gR2', 'Oracle Exadata 12.1', 'Oracle Exadata 12.2', 'Oracle Exadata 18c', 'Oracle Exadata 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,With V11.0 Stap. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic; Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('Aster'),('Aster 6.20'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,null,null,null,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x -7.6 PPC64LE); SSL encryption not supported
"('11', '11.1')",('Red Hat'),"('Red Hat 4', 'Red Hat 5')",('Aster'),('Aster 6.20'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,null,null,null,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x -7.6 PPC64LE); SSL encryption not supported
"('11.1', '11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 8'),('Aster'),('Aster 6.20'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,null,null,null,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x -7.6 PPC64LE); SSL encryption not supported
"('11.2', '11.3')",('Red Hat'),('Red Hat 5'),('Aster'),('Aster 6.20'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,null,null,null,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x -7.6 PPC64LE); SSL encryption not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Aster'),('Aster 6.20'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,null,null,null,N/A,null
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5')",('Hortonworks'),"('Hortonworks 2.5', 'Hortonworks 2.6')",Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,null,null,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5')",('Hortonworks'),('Hortonworks 3.1'),Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,null,null,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('Hortonworks'),('Hortonworks 2.5'),Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,null,null,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.1', '11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 8'),('Hortonworks'),('Hortonworks 2.5'),Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,null,null,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1', '11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Hortonworks'),"('Hortonworks 2.5', 'Hortonworks 2.6')",Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,null,null,null,null,Yes,N/A,null
"('11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Hortonworks'),('Hortonworks 3.1'),Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,null,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,null,null,null,null,Yes,N/A,null
('11'),('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),('MS SQL Server 2019'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server 2019."
"('11', '11.1', '11.2', '11.3')",('Windows Server'),"('Windows Server 2012', 'Windows Server 2012 R2')",('MS SQL Server'),"('MS SQL Server 2016', 'MS SQL Server 2017')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can"
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2016'),('MS SQL Server'),('MS SQL Server 2016'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can"
('11'),('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),('MS SQL Server 2017'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can"
('11.4'),('Windows Server'),"('Windows Server 2012', 'Windows Server 2012 R2')",('MS SQL Server'),('MS SQL Server 2016'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can"
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2019'),('MS SQL Server'),('MS SQL Server 2016'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,null,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can"
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),"('MS SQL Server 2012', 'MS SQL Server 2014')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,null,S-TAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server."
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),"('Windows Server 2012', 'Windows Server 2012 R2')",('MS SQL Server'),"('MS SQL Server 2012', 'MS SQL Server 2014')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server."
"('11.1', '11.2', '11.3', '11.4')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),('MS SQL Server 2019'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,STAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server 2019."
"('11.1', '11.2', '11.3')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),('MS SQL Server 2017'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,STAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can"
('11.4'),('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),('MS SQL Server 2017'),"S-TAP,UC",S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,STAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can"
('11.4'),('Windows Server'),"('Windows Server 2012', 'Windows Server 2012 R2')",('MS SQL Server'),('MS SQL Server 2017'),"S-TAP,UC",S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can"
('11.4'),('AWS'),('null'),('MS SQL Server'),('MS SQL Server 2017'),UC,null,null,null,null,null,null,null,null,null,null,null,null
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2019'),('MS SQL Server Cluster'),('MS SQL Server 2019'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,STAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server 2019."
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2016'),('MS SQL Server Cluster'),"('MS SQL Server 2017', 'MS SQL Server 2019')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,STAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.
The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium ca"
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2019'),('MS SQL Server Cluster'),('MS SQL Server 2017'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,STAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.
The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium ca"
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2012'),('MS SQL Server Cluster'),('MS SQL Server 2017'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.
The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium ca"
"('11', '11.1', '11.2', '11.3')",('Windows Server'),('Windows Server 2016'),('MS SQL Server Cluster'),('MS SQL Server 2016'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.
The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium ca"
('11.4'),('Windows Server'),('Windows Server 2016'),('MS SQL Server Cluster'),('MS SQL Server 2016'),S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.
The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium ca"
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2019'),('MS SQL Server Cluster'),"('MS SQL Server 2012', 'MS SQL Server 2014', 'MS SQL Server 2016')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,null,S-TAP,"TCP, NMP",null
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2012'),('MS SQL Server Cluster'),"('MS SQL Server 2012', 'MS SQL Server 2014', 'MS SQL Server 2016')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP",null
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2016'),('MS SQL Server Cluster'),"('MS SQL Server 2012', 'MS SQL Server 2014')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,null,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.
The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium ca"
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2012 R2'),('MS SQL Server Cluster'),"('MS SQL Server 2012', 'MS SQL Server 2014', 'MS SQL Server 2016', 'MS SQL Server 2017')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server."
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2019'),('MS SQL Server Always On'),"('MS SQL Server 2014', 'MS SQL Server 2016', 'MS SQL Server 2017', 'MS SQL Server 2019')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server 2019."
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2016'),('MS SQL Server Always On'),"('MS SQL Server 2014', 'MS SQL Server 2016', 'MS SQL Server 2017', 'MS SQL Server 2019')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Both Force Encryption"" and ""Always Encrypted"" are supported.
The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium ca"
"('11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2012'),('MS SQL Server Always On'),"('MS SQL Server 2017', 'MS SQL Server 2019')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","The ""Always Encryption"" option in MS SQL Server 2016 and 2017 is supported, except for the Redact (scrub) function. For the Redact (scrub) function within MS-SQL Server 2016 or 2017, Guardium can parse SQL statements but the encrypted columns cannot be re"
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),"('Windows Server 2012', 'Windows Server 2012 R2')",('MS SQL Server Always On'),"('MS SQL Server 2014', 'MS SQL Server 2016')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server."
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),('Windows Server 2012 R2'),('MS SQL Server Always On'),"('MS SQL Server 2017', 'MS SQL Server 2019')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server."
"('11', '11.1')",('Windows Server'),('Windows Server 2012'),('MS SQL Server Always On'),"('MS SQL Server 2017', 'MS SQL Server 2019')",S-TAP,S-TAP,S-TAP,N/A,S-TAP,S-TAP,S-TAP,N/A,N/A,S-TAP,S-TAP,"TCP, NMP","Force Encryption"" is supported in MS SQL Server."
"('11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Elasticsearch'),('Elasticsearch 7.3'),K-TAP,K-TAP,A-TAP,null,null,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,null,N/A,null
"('11.2', '11.3', '11.4')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('Elasticsearch'),('Elasticsearch 7.3'),K-TAP,K-TAP,A-TAP,null,null,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,null,N/A,null
"('11', '11.1')",('Solaris'),"('Solaris 10', 'Solaris 11.1', 'Solaris 11.2', 'Solaris 11.3')",('PostgreSQL'),"('PostgreSQL 10', 'PostgreSQL 11', 'PostgreSQL 12')",K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
"('11.3', '11.4')",('Solaris'),"('Solaris 11.2', 'Solaris 11.3')",('PostgreSQL'),"('PostgreSQL 12', 'PostgreSQL 12.3', 'PostgreSQL 12.7')",K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),"('Solaris 11.2', 'Solaris 11.3')",('PostgreSQL'),('PostgreSQL 9.6'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
"('11.2', '11.3', '11.4')",('Solaris'),"('Solaris 11.2', 'Solaris 11.3')",('PostgreSQL'),('PostgreSQL 10'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
"('11.3', '11.4')",('Solaris'),('Solaris 10'),('PostgreSQL'),"('PostgreSQL 12', 'PostgreSQL 12.3', 'PostgreSQL 12.7')",K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),('Solaris 10'),('PostgreSQL'),('PostgreSQL 9.6'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
"('11.2', '11.3', '11.4')",('Solaris'),('Solaris 10'),('PostgreSQL'),('PostgreSQL 10'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
"('11', '11.1')",('Solaris'),('Solaris 11.1'),('PostgreSQL'),('PostgreSQL 9.6'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
('11.2'),('Solaris'),"('Solaris 11.2', 'Solaris 11.3')",('PostgreSQL'),('PostgreSQL 12'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
('11.4'),('Solaris'),"('Solaris 11.2', 'Solaris 11.3')",('PostgreSQL'),('PostgreSQL 13.0'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
('11.4'),('Solaris'),"('Solaris 11.2', 'Solaris 11.3')",('PostgreSQL'),('PostgreSQL EDB 12.7'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
('11.2'),('Solaris'),('Solaris 10'),('PostgreSQL'),('PostgreSQL 12'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
('11.4'),('Solaris'),('Solaris 10'),('PostgreSQL'),('PostgreSQL 13.0'),K-TAP (9.3 to 9.5),K-TAP(9.3 to 9.5),"A-TAP (9.4, 9.5)",null,null,"K-TAP, A-TAP",K-TAP,"K-TAP, A-TAP (A-TAP only when configured for real IPs)",K-TAP,null,Yes,N/A,PostgreSQL bind variables supported
